Vehicle Speed (Kmph),Vehicle Direction (Degrees),Vehicles Overtaken,Licence,Collision,Parking Accuracy,Signal Jumps,Drunk (mg),Driver Score
32.66,3,7,1,0,3,0,0,63
60.99,3,5,1,0,3,0,0,62
60.51,3,8,1,0,3,0,0,59
42.83,3,3,1,0,3,0,0,70
34.79,3,8,1,0,3,0,0,62
70.88,3,2,1,0,3,0,0,63
51.02,3,7,1,0,3,0,0,62
69.47,3,6,1,0,3,0,0,60
31.02,3,11,1,0,3,0,0,59
66.37,3,5,1,0,3,0,0,61
68.65,3,3,1,0,3,0,0,63
40.46,3,2,1,0,3,0,0,71
53.35,3,9,1,0,3,0,0,60
47.44,3,9,1,0,3,0,0,63
69.19,3,7,1,0,3,0,0,59
56.52,3,6,1,0,3,0,0,62
57.72,3,3,1,0,3,0,0,65
37.29,3,4,1,0,3,0,0,67
61.83,3,9,1,0,3,0,0,58
63.94,3,9,1,0,3,0,0,58
51.33,3,6,1,0,3,0,0,63
68.44,3,9,1,0,3,0,0,57
36.56,3,2,1,0,3,0,0,69
66.37,3,7,1,0,3,0,0,59
55.53,3,6,1,0,3,0,0,62
41,4,8,1,0,3,0,0,63
39.11,4,3,1,0,3,0,0,66
46.14,4,8,1,0,3,0,0,62
65.37,4,2,1,0,3,0,0,62
35.34,4,9,1,0,3,0,0,60
56.15,4,7,1,0,3,0,0,59
63.06,4,6,1,0,3,0,0,59
54.39,4,5,1,0,3,0,0,62
65.38,4,4,1,0,3,0,0,60
45.93,4,3,1,0,3,0,0,67
64.68,4,4,1,0,3,0,0,61
40.41,4,6,1,0,3,0,0,65
35.55,4,6,1,0,3,0,0,63
47.45,4,9,1,0,3,0,0,61
38.72,4,9,1,0,3,0,0,60
66.36,4,7,1,0,3,0,0,57
58.66,4,4,1,0,3,0,0,62
39.66,4,9,1,0,3,0,0,60
30.05,4,4,1,0,3,0,0,64
43.89,4,5,1,0,3,0,0,66
57.47,4,3,1,0,3,0,0,63
63.48,4,8,1,0,3,0,0,57
69.54,4,5,1,0,3,0,0,59
32.42,4,9,1,0,3,0,0,59
58.42,4,2,1,0,3,0,0,64
63.11,4,4,1,0,3,0,0,61
57.07,4,7,1,0,3,0,0,59
35.35,4,4,1,0,3,0,0,65
61.59,4,4,1,0,3,0,0,61
68.75,4,4,1,0,3,0,0,60
68.24,4,8,1,0,3,0,0,56
73.44,4,4,1,0,3,0,0,59
48.75,4,9,1,0,3,0,0,61
36.84,4,10,1,0,3,0,0,58
68.65,4,6,1,0,3,0,0,58
53.02,4,11,1,0,3,0,0,56
63.05,4,3,1,0,3,0,0,62
59.66,4,4,1,0,3,0,0,62
30.69,4,11,1,0,3,0,0,57
68.03,4,8,1,0,3,0,0,56
55.41,4,10,1,0,3,0,0,55
55.78,4,5,1,0,3,0,0,61
58.42,4,4,1,0,3,0,0,62
55.19,4,3,1,0,3,0,0,63
36.74,4,9,1,0,3,0,0,60
45.43,4,11,1,0,3,0,0,59
37.76,4,8,1,0,3,0,0,61
61.84,4,8,1,0,3,0,0,57
31.31,4,8,1,0,3,0,0,60
48.07,4,7,1,0,3,0,0,63
44.29,4,10,1,0,3,0,0,60
31,4,2,1,0,3,0,0,66
33,4,3,1,0,3,0,0,65
68.02,4,4,1,0,3,0,0,60
45.41,4,5,1,0,3,0,0,65
68.76,4,8,1,0,3,0,0,56
62.04,4,7,1,0,3,0,0,58
59.4,4,3,1,0,3,0,0,63
38.75,4,10,1,0,3,0,0,58
37.97,4,4,1,0,3,0,0,65
33.57,4,8,1,0,3,0,0,60
43.62,4,7,1,0,3,0,0,64
48.73,4,11,1,0,3,0,0,59
68.28,4,11,1,0,3,0,0,53
41.5,4,7,1,0,3,0,0,64
43.42,4,8,1,0,3,0,0,63
55.03,4,4,1,0,3,0,0,62
53.59,4,7,1,0,3,0,0,60
58.44,4,11,1,0,3,0,0,55
42.11,4,6,1,0,3,0,0,65
48.51,4,5,1,0,3,0,0,65
63.33,4,10,1,0,3,0,0,54
37.55,4,9,1,0,3,0,0,60
45.32,4,10,1,0,3,0,0,59
43.84,4,7,1,0,3,0,0,64
42.42,4,3,1,0,3,0,0,68
37.95,4,3,1,0,3,0,0,66
64.93,4,2,1,0,3,0,0,63
55.11,4,8,1,0,3,0,0,58
63.92,4,6,1,0,3,0,0,59
37.7,4,5,1,0,3,0,0,64
50.25,4,9,1,0,3,0,0,58
37.47,4,8,1,0,3,0,0,61
56.29,4,9,1,0,3,0,0,57
56.58,4,3,1,0,3,0,0,63
48.46,4,7,1,0,3,0,0,63
55.57,4,4,1,0,3,0,0,62
39.55,4,3,1,0,3,0,0,66
62.15,4,6,1,0,3,0,0,59
61.35,4,2,1,0,3,0,0,63
34.04,4,7,1,0,3,0,0,61
45.68,4,5,1,0,3,0,0,65
58.18,4,4,1,0,3,0,0,62
57.32,4,7,1,0,3,0,0,59
60.75,4,3,1,0,3,0,0,62
51.21,4,3,1,0,3,0,0,64
36.75,4,7,1,0,3,0,0,62
59.64,4,3,1,0,3,0,0,63
63.25,4,11,1,0,3,0,0,54
35.67,4,4,1,0,3,0,0,65
36.68,4,6,1,0,3,0,0,63
59,4,9,1,0,3,0,0,57
51.35,4,8,1,0,3,0,0,59
70.95,4,9,1,0,3,0,0,54
48.04,4,10,1,0,3,0,0,59
47,4,4,1,0,3,0,0,66
36.23,4,7,1,0,3,0,0,62
67.58,4,4,1,0,3,0,0,60
30.18,4,10,1,0,3,0,0,57
42.61,4,7,1,0,3,0,0,64
58.35,4,11,1,0,3,0,0,55
51.56,4,10,1,0,3,0,0,56
56.64,4,3,1,0,3,0,0,63
42.73,4,8,1,0,3,0,0,63
51.36,4,7,1,0,3,0,0,60
66.44,4,6,1,0,3,0,0,58
40.23,4,6,1,0,3,0,0,65
57.08,4,4,1,0,3,0,0,62
37.91,4,5,1,0,3,0,0,64
61.94,4,5,1,0,3,0,0,60
41.83,4,11,1,0,3,0,0,60
32.12,4,5,1,0,3,0,0,63
37.72,4,10,1,0,3,0,0,58
58.32,4,10,1,0,3,0,0,55
50.81,4,8,1,0,3,0,0,59
68.86,4,4,1,0,3,0,0,60
52.19,4,11,1,0,3,0,0,56
58.83,4,2,1,0,3,0,0,64
44.08,4,8,1,0,3,0,0,63
31.2,4,4,1,0,4,0,0,65
45.93,4,2,1,0,4,0,0,69
54.81,4,5,1,0,4,0,0,63
65.36,4,4,1,0,4,0,0,61
67.75,4,6,1,0,4,0,0,59
34.91,4,8,1,0,4,0,0,61
50.68,4,7,1,0,4,0,0,61
37.57,4,5,1,0,4,0,0,65
49.31,4,4,1,0,4,0,0,67
50.07,4,3,1,0,4,0,0,65
57.78,4,8,1,0,4,0,0,59
63.49,4,6,1,0,4,0,0,60
34.64,4,8,1,0,4,0,0,61
33.66,4,6,1,0,4,0,0,63
50.46,4,6,1,0,4,0,0,62
60.09,4,2,1,0,4,0,0,64
34.39,4,7,1,0,4,0,0,62
52.84,4,6,1,0,4,0,0,62
41.71,4,4,1,0,4,0,0,68
46.7,4,9,1,0,4,0,0,62
60.48,4,4,1,0,4,0,0,62
41.19,4,8,1,0,4,0,0,64
58.76,4,10,1,0,4,0,0,56
40.04,4,9,1,0,4,0,0,63
35.27,4,6,1,0,4,0,0,64
37.28,4,10,1,0,4,0,0,59
51.76,4,5,1,0,4,0,0,63
53.55,4,4,1,0,4,0,0,64
40.05,4,11,1,0,4,0,0,61
62.89,4,5,1,0,4,0,0,61
65.43,4,3,1,0,4,0,0,62
56.4,4,7,1,0,4,0,0,60
51.85,4,11,1,0,4,0,0,57
59.21,4,4,1,0,4,0,0,63
43.97,4,3,1,0,4,0,0,69
39.28,4,8,1,0,4,0,0,62
70.55,4,3,1,0,4,0,0,61
50.67,4,9,1,0,4,0,0,59
52.12,4,6,1,0,4,0,0,62
65.59,4,3,1,0,4,0,0,62
61.29,4,3,1,0,4,0,0,63
59.19,4,11,1,0,4,0,0,56
30.48,4,9,1,0,4,0,0,60
45.45,4,8,1,0,4,0,0,63
33.16,4,4,1,0,4,0,0,65
47.37,4,8,1,0,4,0,0,63
52.79,4,2,1,0,4,0,0,66
62.37,4,11,1,0,4,0,0,55
48.23,4,4,1,0,4,0,0,67
30.31,4,11,1,0,4,0,0,58
70.42,4,3,1,0,4,0,0,61
48.42,4,8,1,0,4,0,0,63
50.05,4,3,1,0,4,0,0,65
49.56,4,8,1,0,4,0,0,63
62.09,4,8,1,0,4,0,0,58
33.48,4,4,1,0,4,0,0,65
41.49,4,6,1,0,4,0,0,66
38.7,4,4,1,0,4,0,0,66
53.69,4,10,1,0,4,0,0,57
41.66,4,2,1,0,4,0,0,70
38,4,11,1,0,4,0,0,59
56.76,4,4,1,0,4,0,0,63
63.84,4,3,1,0,4,0,0,63
66.62,4,5,1,0,4,0,0,60
59.07,4,2,1,0,4,0,0,65
53.01,4,10,1,0,4,0,0,57
56.2,4,11,1,0,4,0,0,56
60.3,4,7,1,0,4,0,0,59
56.85,4,2,1,0,4,0,0,65
56.51,4,4,1,0,4,0,0,63
36.28,4,6,1,0,4,0,0,64
62.22,4,9,1,0,4,0,0,57
58.31,4,4,1,0,4,0,0,63
69.69,4,6,1,0,4,0,0,59
49.87,4,3,1,0,4,0,0,68
36.79,4,10,1,0,4,0,0,59
41.89,4,7,1,0,4,0,0,65
65.55,4,5,1,0,4,0,0,60
43.06,4,3,1,0,4,0,0,69
61.64,4,2,1,0,4,0,0,64
69.72,4,3,1,0,4,0,0,62
45.06,4,2,1,0,4,0,0,69
41.58,4,5,1,0,4,0,0,67
58.05,4,3,1,0,4,0,0,64
65.88,4,8,1,0,4,0,0,57
53.31,4,7,1,0,4,0,0,61
59.49,4,9,1,0,4,0,0,58
47.53,4,6,1,0,4,0,0,65
64.78,4,3,1,0,4,0,0,63
35.65,4,8,1,0,4,0,0,62
46.45,4,2,1,0,4,0,0,69
64.38,4,10,1,0,4,0,0,55
38.88,4,5,1,0,4,0,0,65
44.79,4,7,1,0,4,0,0,65
36.67,4,2,1,0,4,0,0,68
56.23,4,6,1,0,4,0,0,61
32.38,4,8,1,0,4,0,0,61
53.85,4,7,1,0,4,0,0,61
50.26,4,2,1,0,4,0,0,66
65.74,4,8,1,0,4,0,0,57
39.72,4,4,1,0,4,0,0,66
57.63,4,2,1,0,4,0,0,65
30.78,4,8,1,0,4,0,0,61
69.09,4,6,1,0,4,0,0,59
55.13,4,6,1,0,4,0,0,61
41.46,4,2,1,0,4,0,0,70
62.53,4,8,1,0,4,0,0,58
32.35,4,11,1,0,4,0,0,58
73.11,4,4,1,0,4,0,0,60
65.85,4,5,1,0,4,0,0,60
31.18,4,3,1,0,2,0,0,63
63.66,4,8,1,0,2,0,0,55
31.2,4,6,1,0,2,0,0,60
32.07,4,10,1,0,2,0,0,55
65.27,4,7,1,0,2,0,0,55
45.79,4,7,1,0,2,0,0,61
63.23,4,7,1,0,2,0,0,56
30.86,4,10,1,0,2,0,0,55
67.63,4,9,1,0,2,0,0,53
35.07,4,5,1,0,2,0,0,62
42.97,4,5,1,0,2,0,0,64
70.18,4,8,1,0,2,0,0,53
71,4,3,1,0,2,0,0,58
63.43,4,8,1,0,2,0,0,55
58.14,4,9,1,0,2,0,0,55
53.17,4,4,1,0,2,0,0,61
45.55,4,8,1,0,2,0,0,60
44.12,4,9,1,0,2,0,0,60
32.21,4,10,1,0,2,0,0,55
66.27,4,7,1,0,2,0,0,55
57.41,4,8,1,0,2,0,0,56
43.41,4,6,1,0,2,0,0,63
30.4,4,11,1,0,2,0,0,55
59.9,4,6,1,0,2,0,0,58
56.63,4,2,1,0,2,0,0,62
45.68,4,2,1,0,2,0,0,66
60.19,4,3,1,0,2,0,0,60
30.88,4,9,1,0,2,0,0,57
35.8,4,11,1,0,2,0,0,56
44.46,4,7,1,0,2,0,0,62
42.77,4,10,1,0,2,0,0,58
48.46,4,4,1,0,2,0,0,64
38.46,4,6,1,0,2,0,0,61
39.22,4,5,1,0,2,0,0,62
59.6,4,5,1,0,2,0,0,59
54.48,4,7,1,0,2,0,0,58
56.24,4,3,1,0,2,0,0,61
32.53,4,7,1,0,2,0,0,59
61.73,4,6,1,0,2,0,0,57
66.99,4,9,1,0,2,0,0,53
55.15,4,6,1,0,2,0,0,58
57.49,4,4,1,0,2,0,0,60
42.44,4,2,1,0,2,0,0,67
33.53,4,9,1,0,2,0,0,57
51.46,4,9,1,0,2,0,0,56
38.81,4,6,1,0,2,0,0,61
56.55,4,7,1,0,2,0,0,57
58.41,4,9,1,0,2,0,0,55
46.87,4,5,1,0,2,0,0,63
67.51,4,4,1,0,2,0,0,58
54.12,4,10,1,0,2,0,0,54
57.33,4,2,1,0,2,0,0,62
30.63,4,9,1,0,2,0,0,57
34.58,4,4,1,0,2,0,0,62
51.99,4,9,1,0,2,0,0,56
53.31,4,9,1,0,2,0,0,56
69.16,4,6,1,0,2,0,0,56
31.56,4,8,1,0,2,0,0,58
68.62,4,2,1,0,2,0,0,60
65.53,4,7,1,0,2,0,0,55
31.41,4,9,1,0,2,0,0,57
30.05,4,11,1,0,2,0,0,55
30.37,4,9,1,0,2,0,0,57
32.48,4,3,1,0,2,0,0,63
68.78,4,8,1,0,2,0,0,54
49.39,4,3,1,0,2,0,0,65
65.31,4,4,1,0,2,0,0,58
39.73,4,2,1,0,2,0,0,65
57.7,4,4,1,0,2,0,0,60
34.58,4,7,1,0,2,0,0,59
68.97,4,8,1,0,2,0,0,54
42.54,4,2,1,0,2,0,0,67
65.73,4,7,1,0,2,0,0,55
30.22,4,8,1,0,2,0,0,58
73.34,4,8,1,0,2,0,0,53
39.95,4,2,1,0,7,0,0,72
69.44,4,6,1,0,6,0,0,62
33.48,4,8,1,0,6,0,0,64
69.57,4,4,1,0,7,0,0,65
54.66,4,6,1,0,5,0,0,64
67.59,4,2,1,0,7,0,0,67
43.47,4,3,1,0,5,0,0,71
46.46,4,2,1,0,5,0,0,71
63.73,4,8,1,0,6,0,0,61
37.73,4,4,1,0,7,0,0,70
38.41,4,4,1,0,5,0,0,68
52.09,4,9,1,0,5,0,0,61
51.97,4,4,1,0,6,0,0,67
44.43,4,2,1,0,5,0,0,72
62.27,4,2,1,0,7,0,0,68
49.58,4,5,1,0,7,0,0,70
68.54,4,8,1,0,6,0,0,60
68.92,4,8,1,0,6,0,0,60
37.57,4,6,1,0,7,0,0,68
53.46,4,8,1,0,7,0,0,64
44.44,4,8,1,0,7,0,0,68
62.45,4,8,1,0,7,0,0,62
56.05,4,2,1,0,6,0,0,68
39.25,4,8,1,0,7,0,0,66
40.31,4,8,1,0,7,0,0,68
36.09,4,5,1,0,7,0,0,69
61.21,4,4,1,0,6,0,0,65
30.86,4,4,1,0,6,0,0,68
52.39,4,3,1,0,5,0,0,67
53.07,4,5,1,0,5,0,0,65
47.86,4,9,1,0,7,0,0,66
41.01,4,7,1,0,5,0,0,67
58.67,4,5,1,0,6,0,0,65
41.34,4,7,1,0,5,0,0,67
48.26,4,2,1,0,5,0,0,71
30.74,4,5,1,0,6,0,0,67
56.99,4,8,1,0,6,0,0,62
42.99,4,7,1,0,7,0,0,69
43.71,4,5,1,0,7,0,0,71
45.03,4,3,1,0,7,0,0,72
50.61,4,2,1,0,7,0,0,70
66.67,4,5,1,0,6,0,0,63
69.48,4,6,1,0,5,0,0,61
50.31,4,5,1,0,7,0,0,67
53.42,4,9,1,0,5,0,0,61
67.68,4,5,1,0,7,0,0,64
48.08,4,9,1,0,5,0,0,64
51.3,4,4,1,0,5,0,0,66
39.57,4,2,1,0,5,0,0,70
42.01,4,4,1,0,6,0,0,71
44.42,4,6,1,0,7,0,0,70
47.18,4,7,1,0,7,0,0,68
46.99,4,2,1,0,6,0,0,72
34.77,4,5,1,0,7,0,0,68
32.96,4,4,1,0,5,0,0,67
45.76,4,7,1,0,5,0,0,66
38.83,4,8,1,0,7,0,0,66
53.96,4,3,1,0,6,0,0,68
38.85,4,6,1,0,5,0,0,66
32.73,4,7,1,0,5,0,0,64
47.22,4,5,1,0,6,0,0,69
68.46,4,3,1,0,7,0,0,66
55.81,4,7,1,0,5,0,0,62
52.09,4,2,1,0,7,0,0,70
60.89,4,2,1,0,5,0,0,66
44.83,4,9,1,0,7,0,0,67
53.66,4,5,1,0,6,0,0,66
43.3,4,6,1,0,7,0,0,70
66.17,4,5,1,0,6,0,0,63
37.51,4,6,1,0,5,0,0,66
31.95,4,5,1,0,7,0,0,68
67.43,4,3,1,0,6,0,0,65
44.41,4,2,1,0,7,0,0,74
55.01,4,8,1,0,7,0,0,63
53.04,4,6,1,0,5,0,0,64
47.26,4,8,1,0,7,0,0,67
40.27,4,4,1,0,5,0,0,70
56.86,4,7,1,0,5,0,0,62
44.95,4,7,1,0,7,0,0,69
53.26,4,3,1,0,7,0,0,69
69.19,4,9,1,0,5,0,0,58
68.49,4,3,1,0,5,0,0,64
43.67,4,3,1,0,7,0,0,73
44.99,4,4,1,0,5,0,0,70
39.41,4,7,1,0,6,0,0,66
47.92,4,7,1,0,6,0,0,67
55.69,4,3,1,0,7,0,0,68
68.29,4,2,1,0,7,0,0,67
62.43,4,3,1,0,6,0,0,66
42.84,4,8,1,0,6,0,0,67
55.57,4,8,1,0,6,0,0,62
33.55,4,6,1,0,7,0,0,67
63.53,4,7,1,0,7,0,0,63
63.06,4,7,1,0,7,0,0,63
35.91,4,5,1,0,5,0,0,67
52.09,4,7,1,0,6,0,0,64
32.15,4,5,1,0,7,0,0,68
62.2,4,6,1,0,6,0,0,63
46.56,4,8,1,0,5,0,0,65
66.61,4,4,1,0,6,0,0,64
58.95,4,2,1,0,5,0,0,67
49.07,4,8,1,0,7,0,0,67
61.43,4,8,1,0,6,0,0,61
68.75,4,5,1,0,6,0,0,63
64.96,4,7,1,0,5,0,0,61
71.72,4,5,1,0,6,0,0,62
63.95,4,2,0,0,7,0,0,58
37,4,9,0,0,4,0,0,51
32.44,4,6,0,0,7,0,0,57
56,4,9,0,0,6,0,0,51
70.7,4,3,0,0,3,0,0,50
66.8,4,3,0,0,4,0,0,52
44.18,4,9,1,1,6,0,0,56
55.41,1,9,0,0,2,0,0,50
61.45,1,5,0,0,1,0,0,51
70.28,1,5,0,0,3,0,0,53
45.43,1,7,0,0,2,0,0,56
34.34,1,2,1,0,6,0,0,75
48.77,1,2,1,0,6,0,0,77
71.05,1,5,1,0,6,0,0,67
34.73,1,7,1,0,4,0,0,67
55.74,1,6,1,0,4,0,0,66
48.29,1,2,1,0,5,0,0,76
72.18,1,3,1,0,4,0,0,66
46.53,1,3,1,0,4,0,0,73
75.68,1,3,1,0,5,0,0,67
48.31,1,4,1,0,4,0,0,72
77.32,1,6,1,0,5,0,0,64
59.73,1,4,1,0,6,0,0,71
77.69,1,6,1,0,4,0,0,62
53.75,1,4,1,0,4,0,0,69
73.57,1,5,1,0,4,0,0,64
53.55,1,7,1,0,4,0,0,66
75.52,1,5,1,0,5,0,0,65
46.4,1,6,1,0,6,0,0,73
46.81,1,7,1,0,5,0,0,71
67.53,1,7,1,0,6,0,0,66
35.44,1,3,1,0,4,0,0,72
38.07,1,4,1,0,4,0,0,71
64.02,1,2,1,0,4,0,0,69
70.97,1,5,1,0,5,0,0,66
39.91,1,2,1,0,4,0,0,73
72.65,1,5,1,0,6,0,0,67
35.04,1,2,1,0,5,0,0,75
76.24,1,6,1,0,4,0,0,62
55.12,1,6,1,0,6,0,0,69
33.52,1,6,1,0,5,0,0,70
76.59,1,4,1,0,6,0,0,67
37.3,1,2,1,0,5,0,0,75
51.84,1,2,1,0,4,0,0,71
41.26,1,3,1,0,4,0,0,74
59.05,1,7,1,0,5,0,0,67
42.63,1,7,1,0,4,0,0,70
34.63,1,5,1,0,6,0,0,72
62.46,1,3,1,0,6,0,0,71
64.37,1,4,1,0,5,0,0,69
64,1,3,1,0,4,0,0,68
36.43,1,3,1,0,5,0,0,74
68.2,1,6,1,0,6,0,0,67
33.17,1,7,1,0,4,0,0,67
42.54,1,6,1,0,4,0,0,71
57.32,1,7,1,0,6,0,0,68
64.58,1,2,1,0,6,0,0,72
41.46,1,6,1,0,4,0,0,71
42.13,1,7,1,0,4,0,0,70
48.93,1,6,1,0,5,0,0,72
31.58,1,3,1,0,4,0,0,71
35.56,1,7,1,0,5,0,0,70
77.01,1,7,1,0,5,0,0,63
59.57,1,7,1,0,6,0,0,68
64.14,1,2,1,0,4,0,0,69
79.82,1,2,1,0,5,0,0,68
45.72,1,2,1,0,5,0,0,76
52.27,1,2,1,0,5,0,0,73
56.88,1,6,1,0,5,0,0,68
69.38,1,2,1,0,6,0,0,71
64.49,1,5,1,0,6,0,0,69
36.4,1,8,1,0,1,0,0,62
51,1,2,1,0,1,0,0,66
53.09,1,4,1,0,1,0,0,64
39.12,1,2,1,0,1,0,0,68
56.3,1,6,1,0,1,0,0,61
56.53,1,6,1,0,1,0,0,61
69.27,1,9,1,0,1,0,0,56
37.94,1,2,1,0,1,0,0,68
61.58,1,8,1,0,1,0,0,58
44.09,1,9,1,0,1,0,0,63
59.18,1,7,1,0,1,0,0,60
60.11,1,8,1,0,1,0,0,58
31.04,1,3,1,0,1,0,0,66
60.77,1,5,1,0,1,0,0,61
32.49,1,9,1,0,1,0,0,60
45.54,1,9,1,0,1,0,0,62
43.57,1,2,1,0,1,0,0,70
47.76,1,8,1,0,1,0,0,63
34.24,1,2,1,0,1,0,0,67
62.79,1,3,1,0,1,0,0,63
30.87,1,3,1,0,1,0,0,66
48.09,1,6,1,0,1,0,0,65
60.37,1,3,1,0,1,0,0,63
46.3,1,2,1,0,1,0,0,69
56.52,1,6,1,0,1,0,0,61
47.54,1,2,1,0,1,0,0,69
55.41,1,8,1,0,1,0,0,59
70.51,1,4,1,0,1,0,0,60
40.7,1,3,1,0,1,0,0,69
47.66,1,5,1,0,1,0,0,66
64.22,1,6,1,0,1,0,0,60
72.46,1,5,1,0,1,0,0,59
47.6,1,2,1,0,1,0,0,69
36.24,1,8,1,0,1,0,0,62
42.31,1,7,1,0,1,0,0,65
52.19,1,4,1,0,1,0,0,64
49.03,1,9,1,0,1,0,0,62
54.63,1,2,1,0,1,0,0,66
45.04,1,3,1,0,1,0,0,68
40.08,1,3,1,0,1,0,0,69
71.54,1,9,1,0,1,0,0,55
62.8,1,9,1,0,1,0,0,57
45.26,1,7,1,0,1,0,0,64
32.26,1,9,1,0,1,0,0,60
32.04,1,6,1,0,1,0,0,63
56.97,1,6,1,0,1,0,0,61
69.28,1,3,1,0,1,0,0,62
71.08,1,8,1,0,1,0,0,56
67.88,1,9,1,0,1,0,0,56
52.17,1,2,1,0,1,0,0,66
56.56,1,6,1,0,1,0,0,61
70.14,1,6,1,0,1,0,0,58
30.78,1,6,1,0,3,0,0,67
32.98,1,7,1,0,3,0,0,66
54.85,1,2,1,0,3,0,0,70
64.56,1,4,1,0,3,0,0,66
50.78,1,4,1,0,3,0,0,68
60.78,1,7,1,0,3,0,0,63
40.35,1,5,1,0,3,0,0,71
47.86,1,5,1,0,3,0,0,70
36.22,1,7,1,0,3,0,0,67
30.47,1,4,1,0,3,0,0,69
43.81,1,5,1,0,3,0,0,71
49.65,1,3,1,0,3,0,0,72
31.82,1,6,1,0,3,0,0,67
54.82,1,4,1,0,3,0,0,68
33.81,1,5,1,0,3,0,0,68
50.88,1,8,1,0,3,0,0,64
49.01,1,6,1,0,3,0,0,69
52.89,1,4,1,0,3,0,0,68
46.69,1,2,1,0,3,0,0,73
61.4,1,2,1,0,3,0,0,68
48.2,1,6,1,0,3,0,0,69
65.88,1,2,1,0,3,0,0,67
57.66,1,4,1,0,3,0,0,67
34.14,1,7,1,0,3,0,0,66
45.13,1,9,1,0,3,0,0,66
43.15,1,6,1,0,3,0,0,70
52.3,1,5,1,0,3,0,0,67
47.92,1,7,1,0,3,0,0,68
64.88,1,6,1,0,3,0,0,64
68.77,1,3,1,0,3,0,0,66
42.42,1,9,1,0,3,0,0,67
68.5,1,8,1,0,3,0,0,61
31.46,1,4,1,0,3,0,0,69
36.04,1,5,1,0,3,0,0,69
71.62,1,4,1,0,3,0,0,64
53.18,1,6,1,0,3,0,0,66
64.11,1,9,1,0,3,0,0,61
47.97,1,7,1,0,3,0,0,68
30.38,1,6,1,0,3,0,0,67
32.15,1,7,1,0,3,0,0,66
71.16,1,6,1,0,3,0,0,62
34.45,1,9,1,0,3,0,0,64
63.37,1,3,1,0,3,0,0,67
46.65,1,6,1,0,3,0,0,69
35.83,1,8,1,0,3,0,0,66
72.55,1,7,1,0,3,0,0,61
61.47,1,4,1,0,3,0,0,66
31.01,1,5,1,0,3,0,0,68
66.19,1,4,1,0,3,0,0,65
35.39,1,8,1,0,3,0,0,66
62.9,1,2,1,0,3,0,0,68
30.67,1,4,1,0,3,0,0,69
63.48,1,6,1,0,3,0,0,64
49.58,1,6,1,0,3,0,0,69
41.29,1,4,1,0,3,0,0,72
57.57,1,5,1,0,3,0,0,66
37.21,1,5,1,0,3,0,0,69
58.68,1,4,1,0,3,0,0,67
49.23,1,5,1,0,3,0,0,70
55.13,1,9,1,0,3,0,0,62
59.82,1,7,1,0,3,0,0,64
39.42,1,8,1,0,3,0,0,66
59.47,1,4,1,0,3,0,0,67
37.4,1,4,1,0,3,0,0,70
49.11,1,6,1,0,3,0,0,69
58.92,1,5,1,0,3,0,0,66
63.79,1,3,1,0,3,0,0,67
34.62,1,8,1,0,3,0,0,65
67.74,1,8,1,0,3,0,0,61
52.01,1,2,1,0,3,0,0,70
66.19,1,2,1,0,3,0,0,67
46.05,1,5,1,0,2,0,0,68
55.48,1,7,1,0,2,0,0,62
58.84,1,7,1,0,2,0,0,62
54.9,1,2,1,0,2,0,0,68
61.17,1,3,1,0,2,0,0,65
68.12,1,3,1,0,2,0,0,64
75.26,1,6,1,0,2,0,0,59
49.69,1,2,1,0,2,0,0,71
66.23,1,2,1,0,2,0,0,65
55.71,1,7,1,0,2,0,0,62
49.2,1,3,1,0,2,0,0,70
36.65,1,6,1,0,2,0,0,66
69.9,1,4,1,0,2,0,0,63
76.11,1,2,1,0,2,0,0,63
50.75,1,4,1,0,2,0,0,66
57.91,1,3,1,0,2,0,0,66
52.13,1,6,1,0,2,0,0,64
77.18,1,2,1,0,2,0,0,63
53.88,1,5,1,0,2,0,0,65
37.17,1,8,1,0,2,0,0,64
42.2,1,3,1,0,2,0,0,71
49.59,1,9,1,0,2,0,0,64
62.08,1,2,1,0,2,0,0,66
53.01,1,9,1,0,2,0,0,61
42.25,1,5,1,0,2,0,0,69
67.43,1,6,1,0,2,0,0,61
33.34,1,6,1,0,2,0,0,65
58.2,1,2,1,0,2,0,0,67
42.73,1,5,1,0,2,0,0,69
38.25,1,4,1,0,2,0,0,68
65.34,1,7,1,0,2,0,0,60
40.74,1,7,1,0,2,0,0,67
48.05,1,3,1,0,2,0,0,70
63.16,1,9,1,0,2,0,0,59
39.01,1,5,1,0,2,0,0,67
55.47,1,4,1,0,2,0,0,65
71.56,1,5,1,0,2,0,0,61
30.62,1,5,1,0,2,0,0,66
46.31,1,5,1,0,2,0,0,68
64.66,1,2,1,0,2,0,0,66
47.08,1,8,1,0,2,0,0,65
63.21,1,4,1,0,2,0,0,64
31.05,1,4,1,0,2,0,0,67
46.03,1,7,1,0,2,0,0,66
49.51,1,8,1,0,2,0,0,65
40.55,1,8,1,0,2,0,0,66
48.92,1,7,1,0,2,0,0,66
33.23,1,7,1,0,2,0,0,64
63.5,1,7,1,0,2,0,0,61
60.75,1,8,1,0,2,0,0,60
42.75,1,8,1,0,2,0,0,66
60.73,1,3,1,0,2,0,0,65
33.75,1,5,1,0,2,0,0,66
69.63,1,3,1,0,2,0,0,64
54.08,1,2,1,0,2,0,0,68
70.64,1,9,1,0,2,0,0,57
62.1,1,8,1,0,2,0,0,60
44.69,1,9,1,0,2,0,0,65
